( [31, 69[ [100, 100[ ) ( [65/8, 67/8[ )
( [69, 109[ [100, 100[ ) ( [67/8, 69/8[ )
( [109, 149[ [100, 100[ ) ( [69/8, 71/8[ )
( [149, 189[ [100, 100[ ) ( [71/8, 73/8[ )
( [189, 229[ [100, 100[ ) ( [73/8, 75/8[ )
( [229, 269[ [100, 100[ ) ( [75/8, 77/8[ )
( [269, 309[ [100, 100[ ) ( [77/8, 79/8[ )
( [309, 349[ [100, 100[ ) ( [79/8, 81/8[ )
( [349, 389[ [100, 100[ ) ( [81/8, 83/8[ )
( [389, 429[ [100, 100[ ) ( [83/8, 85/8[ )
( [429, 469[ [100, 100[ ) ( [85/8, 87/8[ )
( [469, 509[ [100, 100[ ) ( [87/8, 89/8[ )
( [509, 549[ [100, 100[ ) ( [89/8, 91/8[ )
( [549, 589[ [100, 100[ ) ( [91/8, 93/8[ )
( [589, 629[ [100, 100[ ) ( [93/8, 95/8[ )
( [629, 669[ [100, 100[ ) ( [95/8, 97/8[ )
( [669, 709[ [100, 100[ ) ( [97/8, 99/8[ )
