( [30, 68[ [100, 100[ ) ( [1473/8, 1475/8[ )
( [68, 108[ [100, 100[ ) ( [1475/8, 1477/8[ )
( [108, 148[ [100, 100[ ) ( [1477/8, 1479/8[ )
( [148, 188[ [100, 100[ ) ( [1479/8, 1481/8[ )
( [188, 228[ [100, 100[ ) ( [1481/8, 1483/8[ )
( [228, 268[ [100, 100[ ) ( [1483/8, 1485/8[ )
( [268, 308[ [100, 100[ ) ( [1485/8, 1487/8[ )
( [308, 348[ [100, 100[ ) ( [1487/8, 1489/8[ )
( [348, 388[ [100, 100[ ) ( [1489/8, 1491/8[ )
( [388, 428[ [100, 100[ ) ( [1491/8, 1493/8[ )
( [428, 468[ [100, 100[ ) ( [1493/8, 1495/8[ )
( [468, 508[ [100, 100[ ) ( [1495/8, 1497/8[ )
( [508, 548[ [100, 100[ ) ( [1497/8, 1499/8[ )
( [548, 588[ [100, 100[ ) ( [1499/8, 1501/8[ )
( [588, 628[ [100, 100[ ) ( [1501/8, 1503/8[ )
( [628, 668[ [100, 100[ ) ( [1503/8, 1505/8[ )
( [668, 708[ [100, 100[ ) ( [1505/8, 1507/8[ )
