( [31, 69[ [100, 100[ ) ( [1729/8, 1731/8[ )
( [69, 109[ [100, 100[ ) ( [1731/8, 1733/8[ )
( [109, 149[ [100, 100[ ) ( [1733/8, 1735/8[ )
( [149, 189[ [100, 100[ ) ( [1735/8, 1737/8[ )
( [189, 229[ [100, 100[ ) ( [1737/8, 1739/8[ )
( [229, 269[ [100, 100[ ) ( [1739/8, 1741/8[ )
( [269, 309[ [100, 100[ ) ( [1741/8, 1743/8[ )
( [309, 349[ [100, 100[ ) ( [1743/8, 1745/8[ )
( [349, 389[ [100, 100[ ) ( [1745/8, 1747/8[ )
( [389, 429[ [100, 100[ ) ( [1747/8, 1749/8[ )
( [429, 469[ [100, 100[ ) ( [1749/8, 1751/8[ )
( [469, 509[ [100, 100[ ) ( [1751/8, 1753/8[ )
( [509, 549[ [100, 100[ ) ( [1753/8, 1755/8[ )
( [549, 589[ [100, 100[ ) ( [1755/8, 1757/8[ )
( [589, 629[ [100, 100[ ) ( [1757/8, 1759/8[ )
( [629, 669[ [100, 100[ ) ( [1759/8, 1761/8[ )
( [669, 709[ [100, 100[ ) ( [1761/8, 1763/8[ )
