( [31, 69[ [100, 100[ ) ( [1249/8, 1251/8[ )
( [69, 109[ [100, 100[ ) ( [1251/8, 1253/8[ )
( [109, 149[ [100, 100[ ) ( [1253/8, 1255/8[ )
( [149, 189[ [100, 100[ ) ( [1255/8, 1257/8[ )
( [189, 229[ [100, 100[ ) ( [1257/8, 1259/8[ )
( [229, 269[ [100, 100[ ) ( [1259/8, 1261/8[ )
( [269, 309[ [100, 100[ ) ( [1261/8, 1263/8[ )
( [309, 349[ [100, 100[ ) ( [1263/8, 1265/8[ )
( [349, 389[ [100, 100[ ) ( [1265/8, 1267/8[ )
( [389, 429[ [100, 100[ ) ( [1267/8, 1269/8[ )
( [429, 469[ [100, 100[ ) ( [1269/8, 1271/8[ )
( [469, 509[ [100, 100[ ) ( [1271/8, 1273/8[ )
( [509, 549[ [100, 100[ ) ( [1273/8, 1275/8[ )
( [549, 589[ [100, 100[ ) ( [1275/8, 1277/8[ )
( [589, 629[ [100, 100[ ) ( [1277/8, 1279/8[ )
( [629, 669[ [100, 100[ ) ( [1279/8, 1281/8[ )
( [669, 709[ [100, 100[ ) ( [1281/8, 1283/8[ )
