( [31, 69[ [100, 100[ ) ( [1601/8, 1603/8[ )
( [69, 109[ [100, 100[ ) ( [1603/8, 1605/8[ )
( [109, 149[ [100, 100[ ) ( [1605/8, 1607/8[ )
( [149, 189[ [100, 100[ ) ( [1607/8, 1609/8[ )
( [189, 229[ [100, 100[ ) ( [1609/8, 1611/8[ )
( [229, 269[ [100, 100[ ) ( [1611/8, 1613/8[ )
( [269, 309[ [100, 100[ ) ( [1613/8, 1615/8[ )
( [309, 349[ [100, 100[ ) ( [1615/8, 1617/8[ )
( [349, 389[ [100, 100[ ) ( [1617/8, 1619/8[ )
( [389, 429[ [100, 100[ ) ( [1619/8, 1621/8[ )
( [429, 469[ [100, 100[ ) ( [1621/8, 1623/8[ )
( [469, 509[ [100, 100[ ) ( [1623/8, 1625/8[ )
( [509, 549[ [100, 100[ ) ( [1625/8, 1627/8[ )
( [549, 589[ [100, 100[ ) ( [1627/8, 1629/8[ )
( [589, 629[ [100, 100[ ) ( [1629/8, 1631/8[ )
( [629, 669[ [100, 100[ ) ( [1631/8, 1633/8[ )
( [669, 709[ [100, 100[ ) ( [1633/8, 1635/8[ )
