( [31, 69[ [100, 100[ ) ( [801/8, 803/8[ )
( [69, 109[ [100, 100[ ) ( [803/8, 805/8[ )
( [109, 149[ [100, 100[ ) ( [805/8, 807/8[ )
( [149, 189[ [100, 100[ ) ( [807/8, 809/8[ )
( [189, 229[ [100, 100[ ) ( [809/8, 811/8[ )
( [229, 269[ [100, 100[ ) ( [811/8, 813/8[ )
( [269, 309[ [100, 100[ ) ( [813/8, 815/8[ )
( [309, 349[ [100, 100[ ) ( [815/8, 817/8[ )
( [349, 389[ [100, 100[ ) ( [817/8, 819/8[ )
( [389, 429[ [100, 100[ ) ( [819/8, 821/8[ )
( [429, 469[ [100, 100[ ) ( [821/8, 823/8[ )
( [469, 509[ [100, 100[ ) ( [823/8, 825/8[ )
( [509, 549[ [100, 100[ ) ( [825/8, 827/8[ )
( [549, 589[ [100, 100[ ) ( [827/8, 829/8[ )
( [589, 629[ [100, 100[ ) ( [829/8, 831/8[ )
( [629, 669[ [100, 100[ ) ( [831/8, 833/8[ )
( [669, 709[ [100, 100[ ) ( [833/8, 835/8[ )
