( [30, 68[ [100, 100[ ) ( [673/8, 675/8[ )
( [68, 108[ [100, 100[ ) ( [675/8, 677/8[ )
( [108, 148[ [100, 100[ ) ( [677/8, 679/8[ )
( [148, 188[ [100, 100[ ) ( [679/8, 681/8[ )
( [188, 228[ [100, 100[ ) ( [681/8, 683/8[ )
( [228, 268[ [100, 100[ ) ( [683/8, 685/8[ )
( [268, 308[ [100, 100[ ) ( [685/8, 687/8[ )
( [308, 348[ [100, 100[ ) ( [687/8, 689/8[ )
( [348, 388[ [100, 100[ ) ( [689/8, 691/8[ )
( [388, 428[ [100, 100[ ) ( [691/8, 693/8[ )
( [428, 468[ [100, 100[ ) ( [693/8, 695/8[ )
( [468, 508[ [100, 100[ ) ( [695/8, 697/8[ )
( [508, 548[ [100, 100[ ) ( [697/8, 699/8[ )
( [548, 588[ [100, 100[ ) ( [699/8, 701/8[ )
( [588, 628[ [100, 100[ ) ( [701/8, 703/8[ )
( [628, 668[ [100, 100[ ) ( [703/8, 705/8[ )
( [668, 708[ [100, 100[ ) ( [705/8, 707/8[ )
