( [30, 68[ [100, 100[ ) ( [65/8, 67/8[ )
( [68, 108[ [100, 100[ ) ( [67/8, 69/8[ )
( [108, 148[ [100, 100[ ) ( [69/8, 71/8[ )
( [148, 188[ [100, 100[ ) ( [71/8, 73/8[ )
( [188, 228[ [100, 100[ ) ( [73/8, 75/8[ )
( [228, 268[ [100, 100[ ) ( [75/8, 77/8[ )
( [268, 308[ [100, 100[ ) ( [77/8, 79/8[ )
( [308, 348[ [100, 100[ ) ( [79/8, 81/8[ )
( [348, 388[ [100, 100[ ) ( [81/8, 83/8[ )
( [388, 428[ [100, 100[ ) ( [83/8, 85/8[ )
( [428, 468[ [100, 100[ ) ( [85/8, 87/8[ )
( [468, 508[ [100, 100[ ) ( [87/8, 89/8[ )
( [508, 548[ [100, 100[ ) ( [89/8, 91/8[ )
( [548, 588[ [100, 100[ ) ( [91/8, 93/8[ )
( [588, 628[ [100, 100[ ) ( [93/8, 95/8[ )
( [628, 668[ [100, 100[ ) ( [95/8, 97/8[ )
( [668, 708[ [100, 100[ ) ( [97/8, 99/8[ )
