( [31, 69[ [100, 100[ ) ( [385/8, 387/8[ )
( [69, 109[ [100, 100[ ) ( [387/8, 389/8[ )
( [109, 149[ [100, 100[ ) ( [389/8, 391/8[ )
( [149, 189[ [100, 100[ ) ( [391/8, 393/8[ )
( [189, 229[ [100, 100[ ) ( [393/8, 395/8[ )
( [229, 269[ [100, 100[ ) ( [395/8, 397/8[ )
( [269, 309[ [100, 100[ ) ( [397/8, 399/8[ )
( [309, 349[ [100, 100[ ) ( [399/8, 401/8[ )
( [349, 389[ [100, 100[ ) ( [401/8, 403/8[ )
( [389, 429[ [100, 100[ ) ( [403/8, 405/8[ )
( [429, 469[ [100, 100[ ) ( [405/8, 407/8[ )
( [469, 509[ [100, 100[ ) ( [407/8, 409/8[ )
( [509, 549[ [100, 100[ ) ( [409/8, 411/8[ )
( [549, 589[ [100, 100[ ) ( [411/8, 413/8[ )
( [589, 629[ [100, 100[ ) ( [413/8, 415/8[ )
( [629, 669[ [100, 100[ ) ( [415/8, 417/8[ )
( [669, 709[ [100, 100[ ) ( [417/8, 419/8[ )
