( [30, 68[ [100, 100[ ) ( [769/8, 771/8[ )
( [68, 108[ [100, 100[ ) ( [771/8, 773/8[ )
( [108, 148[ [100, 100[ ) ( [773/8, 775/8[ )
( [148, 188[ [100, 100[ ) ( [775/8, 777/8[ )
( [188, 228[ [100, 100[ ) ( [777/8, 779/8[ )
( [228, 268[ [100, 100[ ) ( [779/8, 781/8[ )
( [268, 308[ [100, 100[ ) ( [781/8, 783/8[ )
( [308, 348[ [100, 100[ ) ( [783/8, 785/8[ )
( [348, 388[ [100, 100[ ) ( [785/8, 787/8[ )
( [388, 428[ [100, 100[ ) ( [787/8, 789/8[ )
( [428, 468[ [100, 100[ ) ( [789/8, 791/8[ )
( [468, 508[ [100, 100[ ) ( [791/8, 793/8[ )
( [508, 548[ [100, 100[ ) ( [793/8, 795/8[ )
( [548, 588[ [100, 100[ ) ( [795/8, 797/8[ )
( [588, 628[ [100, 100[ ) ( [797/8, 799/8[ )
( [628, 668[ [100, 100[ ) ( [799/8, 801/8[ )
( [668, 708[ [100, 100[ ) ( [801/8, 803/8[ )
