( [31, 69[ [100, 100[ ) ( [769/8, 771/8[ )
( [69, 109[ [100, 100[ ) ( [771/8, 773/8[ )
( [109, 149[ [100, 100[ ) ( [773/8, 775/8[ )
( [149, 189[ [100, 100[ ) ( [775/8, 777/8[ )
( [189, 229[ [100, 100[ ) ( [777/8, 779/8[ )
( [229, 269[ [100, 100[ ) ( [779/8, 781/8[ )
( [269, 309[ [100, 100[ ) ( [781/8, 783/8[ )
( [309, 349[ [100, 100[ ) ( [783/8, 785/8[ )
( [349, 389[ [100, 100[ ) ( [785/8, 787/8[ )
( [389, 429[ [100, 100[ ) ( [787/8, 789/8[ )
( [429, 469[ [100, 100[ ) ( [789/8, 791/8[ )
( [469, 509[ [100, 100[ ) ( [791/8, 793/8[ )
( [509, 549[ [100, 100[ ) ( [793/8, 795/8[ )
( [549, 589[ [100, 100[ ) ( [795/8, 797/8[ )
( [589, 629[ [100, 100[ ) ( [797/8, 799/8[ )
( [629, 669[ [100, 100[ ) ( [799/8, 801/8[ )
( [669, 709[ [100, 100[ ) ( [801/8, 803/8[ )
