( [31, 69[ [100, 100[ ) ( [1121/8, 1123/8[ )
( [69, 109[ [100, 100[ ) ( [1123/8, 1125/8[ )
( [109, 149[ [100, 100[ ) ( [1125/8, 1127/8[ )
( [149, 189[ [100, 100[ ) ( [1127/8, 1129/8[ )
( [189, 229[ [100, 100[ ) ( [1129/8, 1131/8[ )
( [229, 269[ [100, 100[ ) ( [1131/8, 1133/8[ )
( [269, 309[ [100, 100[ ) ( [1133/8, 1135/8[ )
( [309, 349[ [100, 100[ ) ( [1135/8, 1137/8[ )
( [349, 389[ [100, 100[ ) ( [1137/8, 1139/8[ )
( [389, 429[ [100, 100[ ) ( [1139/8, 1141/8[ )
( [429, 469[ [100, 100[ ) ( [1141/8, 1143/8[ )
( [469, 509[ [100, 100[ ) ( [1143/8, 1145/8[ )
( [509, 549[ [100, 100[ ) ( [1145/8, 1147/8[ )
( [549, 589[ [100, 100[ ) ( [1147/8, 1149/8[ )
( [589, 629[ [100, 100[ ) ( [1149/8, 1151/8[ )
( [629, 669[ [100, 100[ ) ( [1151/8, 1153/8[ )
( [669, 709[ [100, 100[ ) ( [1153/8, 1155/8[ )
