( [31, 69[ [100, 100[ ) ( [513/8, 515/8[ )
( [69, 109[ [100, 100[ ) ( [515/8, 517/8[ )
( [109, 149[ [100, 100[ ) ( [517/8, 519/8[ )
( [149, 189[ [100, 100[ ) ( [519/8, 521/8[ )
( [189, 229[ [100, 100[ ) ( [521/8, 523/8[ )
( [229, 269[ [100, 100[ ) ( [523/8, 525/8[ )
( [269, 309[ [100, 100[ ) ( [525/8, 527/8[ )
( [309, 349[ [100, 100[ ) ( [527/8, 529/8[ )
( [349, 389[ [100, 100[ ) ( [529/8, 531/8[ )
( [389, 429[ [100, 100[ ) ( [531/8, 533/8[ )
( [429, 469[ [100, 100[ ) ( [533/8, 535/8[ )
( [469, 509[ [100, 100[ ) ( [535/8, 537/8[ )
( [509, 549[ [100, 100[ ) ( [537/8, 539/8[ )
( [549, 589[ [100, 100[ ) ( [539/8, 541/8[ )
( [589, 629[ [100, 100[ ) ( [541/8, 543/8[ )
( [629, 669[ [100, 100[ ) ( [543/8, 545/8[ )
( [669, 709[ [100, 100[ ) ( [545/8, 547/8[ )
