( [31, 69[ [100, 100[ ) ( [1217/8, 1219/8[ )
( [69, 109[ [100, 100[ ) ( [1219/8, 1221/8[ )
( [109, 149[ [100, 100[ ) ( [1221/8, 1223/8[ )
( [149, 189[ [100, 100[ ) ( [1223/8, 1225/8[ )
( [189, 229[ [100, 100[ ) ( [1225/8, 1227/8[ )
( [229, 269[ [100, 100[ ) ( [1227/8, 1229/8[ )
( [269, 309[ [100, 100[ ) ( [1229/8, 1231/8[ )
( [309, 349[ [100, 100[ ) ( [1231/8, 1233/8[ )
( [349, 389[ [100, 100[ ) ( [1233/8, 1235/8[ )
( [389, 429[ [100, 100[ ) ( [1235/8, 1237/8[ )
( [429, 469[ [100, 100[ ) ( [1237/8, 1239/8[ )
( [469, 509[ [100, 100[ ) ( [1239/8, 1241/8[ )
( [509, 549[ [100, 100[ ) ( [1241/8, 1243/8[ )
( [549, 589[ [100, 100[ ) ( [1243/8, 1245/8[ )
( [589, 629[ [100, 100[ ) ( [1245/8, 1247/8[ )
( [629, 669[ [100, 100[ ) ( [1247/8, 1249/8[ )
( [669, 709[ [100, 100[ ) ( [1249/8, 1251/8[ )
