( [30, 68[ [100, 100[ ) ( [1633/8, 1635/8[ )
( [68, 108[ [100, 100[ ) ( [1635/8, 1637/8[ )
( [108, 148[ [100, 100[ ) ( [1637/8, 1639/8[ )
( [148, 188[ [100, 100[ ) ( [1639/8, 1641/8[ )
( [188, 228[ [100, 100[ ) ( [1641/8, 1643/8[ )
( [228, 268[ [100, 100[ ) ( [1643/8, 1645/8[ )
( [268, 308[ [100, 100[ ) ( [1645/8, 1647/8[ )
( [308, 348[ [100, 100[ ) ( [1647/8, 1649/8[ )
( [348, 388[ [100, 100[ ) ( [1649/8, 1651/8[ )
( [388, 428[ [100, 100[ ) ( [1651/8, 1653/8[ )
( [428, 468[ [100, 100[ ) ( [1653/8, 1655/8[ )
( [468, 508[ [100, 100[ ) ( [1655/8, 1657/8[ )
( [508, 548[ [100, 100[ ) ( [1657/8, 1659/8[ )
( [548, 588[ [100, 100[ ) ( [1659/8, 1661/8[ )
( [588, 628[ [100, 100[ ) ( [1661/8, 1663/8[ )
( [628, 668[ [100, 100[ ) ( [1663/8, 1665/8[ )
( [668, 708[ [100, 100[ ) ( [1665/8, 1667/8[ )
