( [31, 69[ [100, 100[ ) ( [193/8, 195/8[ )
( [69, 109[ [100, 100[ ) ( [195/8, 197/8[ )
( [109, 149[ [100, 100[ ) ( [197/8, 199/8[ )
( [149, 189[ [100, 100[ ) ( [199/8, 201/8[ )
( [189, 229[ [100, 100[ ) ( [201/8, 203/8[ )
( [229, 269[ [100, 100[ ) ( [203/8, 205/8[ )
( [269, 309[ [100, 100[ ) ( [205/8, 207/8[ )
( [309, 349[ [100, 100[ ) ( [207/8, 209/8[ )
( [349, 389[ [100, 100[ ) ( [209/8, 211/8[ )
( [389, 429[ [100, 100[ ) ( [211/8, 213/8[ )
( [429, 469[ [100, 100[ ) ( [213/8, 215/8[ )
( [469, 509[ [100, 100[ ) ( [215/8, 217/8[ )
( [509, 549[ [100, 100[ ) ( [217/8, 219/8[ )
( [549, 589[ [100, 100[ ) ( [219/8, 221/8[ )
( [589, 629[ [100, 100[ ) ( [221/8, 223/8[ )
( [629, 669[ [100, 100[ ) ( [223/8, 225/8[ )
( [669, 709[ [100, 100[ ) ( [225/8, 227/8[ )
