( [31, 69[ [100, 100[ ) ( [481/8, 483/8[ )
( [69, 109[ [100, 100[ ) ( [483/8, 485/8[ )
( [109, 149[ [100, 100[ ) ( [485/8, 487/8[ )
( [149, 189[ [100, 100[ ) ( [487/8, 489/8[ )
( [189, 229[ [100, 100[ ) ( [489/8, 491/8[ )
( [229, 269[ [100, 100[ ) ( [491/8, 493/8[ )
( [269, 309[ [100, 100[ ) ( [493/8, 495/8[ )
( [309, 349[ [100, 100[ ) ( [495/8, 497/8[ )
( [349, 389[ [100, 100[ ) ( [497/8, 499/8[ )
( [389, 429[ [100, 100[ ) ( [499/8, 501/8[ )
( [429, 469[ [100, 100[ ) ( [501/8, 503/8[ )
( [469, 509[ [100, 100[ ) ( [503/8, 505/8[ )
( [509, 549[ [100, 100[ ) ( [505/8, 507/8[ )
( [549, 589[ [100, 100[ ) ( [507/8, 509/8[ )
( [589, 629[ [100, 100[ ) ( [509/8, 511/8[ )
( [629, 669[ [100, 100[ ) ( [511/8, 513/8[ )
( [669, 709[ [100, 100[ ) ( [513/8, 515/8[ )
