( [31, 69[ [100, 100[ ) ( [833/8, 835/8[ )
( [69, 109[ [100, 100[ ) ( [835/8, 837/8[ )
( [109, 149[ [100, 100[ ) ( [837/8, 839/8[ )
( [149, 189[ [100, 100[ ) ( [839/8, 841/8[ )
( [189, 229[ [100, 100[ ) ( [841/8, 843/8[ )
( [229, 269[ [100, 100[ ) ( [843/8, 845/8[ )
( [269, 309[ [100, 100[ ) ( [845/8, 847/8[ )
( [309, 349[ [100, 100[ ) ( [847/8, 849/8[ )
( [349, 389[ [100, 100[ ) ( [849/8, 851/8[ )
( [389, 429[ [100, 100[ ) ( [851/8, 853/8[ )
( [429, 469[ [100, 100[ ) ( [853/8, 855/8[ )
( [469, 509[ [100, 100[ ) ( [855/8, 857/8[ )
( [509, 549[ [100, 100[ ) ( [857/8, 859/8[ )
( [549, 589[ [100, 100[ ) ( [859/8, 861/8[ )
( [589, 629[ [100, 100[ ) ( [861/8, 863/8[ )
( [629, 669[ [100, 100[ ) ( [863/8, 865/8[ )
( [669, 709[ [100, 100[ ) ( [865/8, 867/8[ )
