( [30, 68[ [100, 100[ ) ( [225/8, 227/8[ )
( [68, 108[ [100, 100[ ) ( [227/8, 229/8[ )
( [108, 148[ [100, 100[ ) ( [229/8, 231/8[ )
( [148, 188[ [100, 100[ ) ( [231/8, 233/8[ )
( [188, 228[ [100, 100[ ) ( [233/8, 235/8[ )
( [228, 268[ [100, 100[ ) ( [235/8, 237/8[ )
( [268, 308[ [100, 100[ ) ( [237/8, 239/8[ )
( [308, 348[ [100, 100[ ) ( [239/8, 241/8[ )
( [348, 388[ [100, 100[ ) ( [241/8, 243/8[ )
( [388, 428[ [100, 100[ ) ( [243/8, 245/8[ )
( [428, 468[ [100, 100[ ) ( [245/8, 247/8[ )
( [468, 508[ [100, 100[ ) ( [247/8, 249/8[ )
( [508, 548[ [100, 100[ ) ( [249/8, 251/8[ )
( [548, 588[ [100, 100[ ) ( [251/8, 253/8[ )
( [588, 628[ [100, 100[ ) ( [253/8, 255/8[ )
( [628, 668[ [100, 100[ ) ( [255/8, 257/8[ )
( [668, 708[ [100, 100[ ) ( [257/8, 259/8[ )
