( [30, 68[ [100, 100[ ) ( [833/8, 835/8[ )
( [68, 108[ [100, 100[ ) ( [835/8, 837/8[ )
( [108, 148[ [100, 100[ ) ( [837/8, 839/8[ )
( [148, 188[ [100, 100[ ) ( [839/8, 841/8[ )
( [188, 228[ [100, 100[ ) ( [841/8, 843/8[ )
( [228, 268[ [100, 100[ ) ( [843/8, 845/8[ )
( [268, 308[ [100, 100[ ) ( [845/8, 847/8[ )
( [308, 348[ [100, 100[ ) ( [847/8, 849/8[ )
( [348, 388[ [100, 100[ ) ( [849/8, 851/8[ )
( [388, 428[ [100, 100[ ) ( [851/8, 853/8[ )
( [428, 468[ [100, 100[ ) ( [853/8, 855/8[ )
( [468, 508[ [100, 100[ ) ( [855/8, 857/8[ )
( [508, 548[ [100, 100[ ) ( [857/8, 859/8[ )
( [548, 588[ [100, 100[ ) ( [859/8, 861/8[ )
( [588, 628[ [100, 100[ ) ( [861/8, 863/8[ )
( [628, 668[ [100, 100[ ) ( [863/8, 865/8[ )
( [668, 708[ [100, 100[ ) ( [865/8, 867/8[ )
