( [30, 68[ [100, 100[ ) ( [737/8, 739/8[ )
( [68, 108[ [100, 100[ ) ( [739/8, 741/8[ )
( [108, 148[ [100, 100[ ) ( [741/8, 743/8[ )
( [148, 188[ [100, 100[ ) ( [743/8, 745/8[ )
( [188, 228[ [100, 100[ ) ( [745/8, 747/8[ )
( [228, 268[ [100, 100[ ) ( [747/8, 749/8[ )
( [268, 308[ [100, 100[ ) ( [749/8, 751/8[ )
( [308, 348[ [100, 100[ ) ( [751/8, 753/8[ )
( [348, 388[ [100, 100[ ) ( [753/8, 755/8[ )
( [388, 428[ [100, 100[ ) ( [755/8, 757/8[ )
( [428, 468[ [100, 100[ ) ( [757/8, 759/8[ )
( [468, 508[ [100, 100[ ) ( [759/8, 761/8[ )
( [508, 548[ [100, 100[ ) ( [761/8, 763/8[ )
( [548, 588[ [100, 100[ ) ( [763/8, 765/8[ )
( [588, 628[ [100, 100[ ) ( [765/8, 767/8[ )
( [628, 668[ [100, 100[ ) ( [767/8, 769/8[ )
( [668, 708[ [100, 100[ ) ( [769/8, 771/8[ )
