( [30, 68[ [100, 100[ ) ( [865/8, 867/8[ )
( [68, 108[ [100, 100[ ) ( [867/8, 869/8[ )
( [108, 148[ [100, 100[ ) ( [869/8, 871/8[ )
( [148, 188[ [100, 100[ ) ( [871/8, 873/8[ )
( [188, 228[ [100, 100[ ) ( [873/8, 875/8[ )
( [228, 268[ [100, 100[ ) ( [875/8, 877/8[ )
( [268, 308[ [100, 100[ ) ( [877/8, 879/8[ )
( [308, 348[ [100, 100[ ) ( [879/8, 881/8[ )
( [348, 388[ [100, 100[ ) ( [881/8, 883/8[ )
( [388, 428[ [100, 100[ ) ( [883/8, 885/8[ )
( [428, 468[ [100, 100[ ) ( [885/8, 887/8[ )
( [468, 508[ [100, 100[ ) ( [887/8, 889/8[ )
( [508, 548[ [100, 100[ ) ( [889/8, 891/8[ )
( [548, 588[ [100, 100[ ) ( [891/8, 893/8[ )
( [588, 628[ [100, 100[ ) ( [893/8, 895/8[ )
( [628, 668[ [100, 100[ ) ( [895/8, 897/8[ )
( [668, 708[ [100, 100[ ) ( [897/8, 899/8[ )
